355,Riyadh,SA,150,1,2464,4674,RUH,OERK,Asia/Riyadh
356,Rockford; IL,US,20,815,4227,-8908,RFD,KRFD,America/Chicago
357,Rome,IT,110,6,4189,1249,FCO,LIRF,Europe/Rome
358,Roseau,DM,55,767,1530,-6139,DOM,TDPD,America/Dominica
359,Roswell; NM,US,10,505,3323,-10431,ROW,KROW,America/Denver
360,Rouen,FR,105,2,4944,109,URO,LFOP,Europe/Paris
361,Sacramento; CA,US,4,916,3858,-12149,SAC,KSAC,America/Los_Angeles
362,Saint John; NB,CA,50,506,4520,-6557,YSJ,CYSJ,America/Moncton
363,Saint Louis; MO,US,20,314,3862,-9019,STL,KSTL,America/Chicago
364,Saint Paul; MN,US,20,612,4494,-9309,STP,KSTP,America/Chicago
365,Salt Lake City; UT,US,10,801,4075,-11186,SLC,KSLC,America/Denver
366,Salvador,BR,65,71,-1297,-3850,SSA,SBSV,America/Bahia
367,Salzburg,AT,110,662,4780,1305,SZG,LOWS,Europe/Vienna
368,San Antonio; TX,US,20,210,2942,-9849,SAT,KSAT,America/Chicago
369,San Bernardino; CA,US,4,909,3412,-11730,SBT,KRAL,America/Los_Angeles
370,San Diego; CA,US,4,619,3271,-11715,SAN,KSAN,America/Los_Angeles
371,San Francisco; CA,US,4,415,3777,-12241,SFO,KSFO,America/Los_Angeles
372,San Jose,CR,33,,993,-8407,SJO,MROC,America/Costa_Rica
373,San Jose; CA,US,4,408,3733,-12189,SJC,KSJC,America/Los_Angeles
374,San Salvador,SV,33,,1370,-8920,SAL,MSLP,America/El_Salvador
375,Sana'a,YE,155,1,1536,4421,SAH,OYSN,Asia/Aden
376,Santa Ana; CA,US,4,714,3375,-11785,SNA,KSNA,America/Los_Angeles
377,Santa Rosa; CA,US,4,707,3844,-12275,STS,KSTS,America/Los_Angeles
378,Santander,ES,105,942,4347,-380,SDR,LEXJ,Europe/Madrid
379,Santiago,CL,56,2,-3345,-7067,SCL,SCEL,America/Santiago
380,Santo Domingo,DO,55,809,1849,-6989,SDQ,MDSD,America/Santo_Domingo
381,Sao Paulo,BR,65,11,-2355,-4658,GRU,SBGR,America/Sao_Paulo
382,Sapporo,JP,235,11,4306,14138,CTS,RJCC,Asia/Tokyo
383,Sarajevo,BA,100,71,4387,1842,SJJ,LQSA,Europe/Sarajevo
384,Saskatoon; SK,CA,25,306,5209,-10636,YXE,CYXE,Canada/Saskatchewan
385,Savannah; GA,US,35,912,3208,-8110,SAV,KSAV,America/New_York
386,Seattle; WA,US,4,206,4760,-12233,SEA,KSEA,America/Los_Angeles
387,Sendai,JP,235,22,3825,14091,SDJ,RJSS,Asia/Tokyo
388,Seoul,KR,230,2,3756,12697,SEL,RKSS,Asia/Seoul
389,Sevilla,ES,105,95,3738,-599,SVQ,LEZL,Europe/Madrid
390,Shanghai,CN,210,21,3122,12147,SHA,ZSSS,Asia/Shanghai
391,Shreveport; LA,US,20,318,3250,-9374,SHV,KSHV,America/Chicago
392,Simi Valley; CA,US,4,805,3427,-11879,BUR,KBUR,America/Los_Angeles
393,Singapore,SG,215,,128,10384,SIN,WSSS,Asia/Singapore
394,Sioux Falls; SD,US,20,605,4355,-9670,FSD,KFSD,America/Chicago
395,Skopje,MK,100,1 91,4200,2147,SKP,LWSK,Europe/Skopje
396,Sofia,BG,125,2,4271,2333,SOF,LBSF,Europe/Sofia
397,South Bend; IN,US,35,219,4168,-8625,SBN,KSBN,America/Indiana/Indianapolis
398,Spokane; WA,US,4,509,4765,-11742,GEG,KGEG,America/Los_Angeles
399,Springfield; IL,US,20,217,3980,-8964,SPI,KSPI,America/Chicago
400,Springfield; MA,US,35,413,4210,-7259,BDL,KBDL,America/New_York
401,Springfield; MO,US,20,417,3721,-9329,SGF,KSGF,America/Chicago
402,Sri Jayawardenepura,LK,200,1,689,7991,CMB,VCBI,Asia/Colombo
403,St. Catharines; ON,CA,35,905,4311,-7914,YCM,CYSN,America/Toronto
404,St. John's; NF,CA,60,709,4704,-5242,YYT,CYYT,America/St_Johns
405,St. Petersburg,RU,145,812,5993,3029,LED,ULLI,Europe/Moscow
406,St. Petersburg; FL,US,35,813,2777,-8267,PIE,KPIE,America/New_York
407,Stockholm,SE,110,8,5929,1803,ARN,ESSA,Europe/Stockholm
408,Stockton; CA,US,4,209,3795,-12128,SCK,KSCK,America/Los_Angeles
409,Strasbourg,FR,105,3,4858,777,SXB,LFST,Europe/Paris
410,Stuttgart,DE,110,711,4878,918,STR,EDDS,Europe/Berlin
411,Sucre,BO,55,64,-1904,-6526,SRE,SLSU,America/La_Paz
412,Sunnyvale; CA,US,4,408,3737,-12202,SJC,KSJC,America/Los_Angeles
413,Suva,FJ,285,,-1813,17846,SUV,NFNA,Pacific/Fiji
414,Sydney; NSW,AU,255,2,-3396,15112,SYD,YSSY,Australia/Sydney
415,Syracuse; NY,US,35,315,4304,-7614,SYR,KSYR,America/New_York
416,Taejon,KR,230,42,3633,12743,QTW,RKTF,Asia/Seoul
417,Taipei,TW,220,2,2503,12150,TPE,RCTP,Asia/Taipei
418,Tallinn,EE,125,2,5942,2475,TLL,EETN,Europe/Tallinn
419,Tampa; FL,US,35,813,2794,-8245,TPA,KTPA,America/New_York
420,Taranto,IT,110,99,4050,1721,TAR,LIBG,Europe/Rome
421,T'bilisi,GE,-2147483577,32,4172,4478,TBS,UGGG,Asia/Tbilisi
422,Tegucigalpa,HN,33,,1409,-8721,TGU,MHTG,America/Tegucigalpa
423,Tehran,IR,160,21,3568,5141,THR,OIII,Asia/Tehran
424,Tel Aviv,IL,135,3,3207,3476,TLV,LLBG,Asia/Jerusalem
425,The Hague,NL,110,70,5209,432,HAG,EHRD,Europe/Amsterdam
426,Thimphu,BT,195,,2745,8967,PBH,VIDP,Asia/Thimphu
427,Thunder Bay; ON,CA,35,807,4827,-8912,YQT,CYQT,America/Thunder_Bay
428,Tirana,AL,100,42,4133,1983,TIA,LATI,Europe/Tirane
429,Tokyo,JP,235,3,3567,13976,NRT,RJAA,Asia/Tokyo
430,Toledo; OH,US,35,419,4166,-8355,TOL,KTOL,America/New_York
431,Torino,IT,110,11,4507,768,TRN,LIMF,Europe/Rome
432,Toronto; ON,CA,35,416,4366,-7940,YYZ,CYYZ,America/Toronto
433,Torrance; CA,US,4,310,3383,-11833,TOA,KTOA,America/Los_Angeles
434,Tashkent,UZ,185,3712,4131,6930,TAS,UTTT,Asia/Tashkent
435,Toulouse,FR,105,5,4360,143,TLS,LFBO,Europe/Paris
436,Tripoli,LY,1004,21,3289,1320,TIP,HLLT,Africa/Tripoli
437,Tucson; AZ,US,15,520,3222,-11092,TUS,KTUS,America/Phoenix
438,Tulsa; OK,US,20,918,3615,-9599,TUL,KTUL,America/Chicago
439,Tunis,TN,113,1,3681,1018,TUN,DTTA,Africa/Tunis
440,Ulaanbaatar,MN,227,1,4793,10691,ULN,ZMUB,Asia/Ulaanbaatar
441,Urumqi,CN,210,991,4379,8759,URC,ZWWW,Asia/Urumqi
442,Vaduz,LI,110,75,4713,954,QVU,EDNY,Europe/Vaduz
443,Valencia,ES,105,96,3947,-36,VLC,LEVC,Europe/Madrid
444,Valletta,MT,110,,3590,1452,MLA,LMML,Europe/Malta
445,Vancouver; BC,CA,4,604,4915,-12304,YVR,CYVR,America/Vancouver
446,Vatican City,VA,110,6,4190,1245,FCO,LIRF,Europe/Vatican
447,Venice,IT,110,41,4544,1232,VCE,LIPZ,Europe/Rome
448,Veracruz,MX,-2147483581,29,1919,-9613,VER,MMVR,America/Mexico_City
449,Victoria,SC,165,,-462,5545,SEZ,FSIA,Indian/Mahe
450,Vienna,AT,110,1,4813,1622,VIE,LOWW,Europe/Vienna
451,Vientiane,LA,205,21,1794,10263,VTE,VLVT,Asia/Vientiane
452,Vilnius,LT,125,2,5468,2531,VNO,EYVI,Europe/Vilnius
453,Vladivostok,RU,270,4232,4313,13190,VVO,UHWW,Asia/Vladivostok
454,Volgograd,RU,1010,8442,4875,4442,VOG,URWW,Europe/Volgograd
455,Waco; TX,US,20,254,3133,-9708,ACT,KACT,America/Chicago
456,Warsaw,PL,100,22,5224,2102,WAW,EPWA,Europe/Warsaw
457,Washington; DC,US,35,202,3889,-7704,IAD,KIAD,America/New_York
458,Wellington,NZ,290,4,-4126,17477,WLG,NZWN,Pacific/Auckland
459,Whitehorse; YT,CA,1011,403,6043,-13504,YXY,CYXY,America/Whitehorse
460,Windhoek,NA,-2147483578,61,-2256,1708,WDH,FYWH,Africa/Windhoek
461,Winnipeg; MB,CA,20,204,4954,-9707,YWG,CYWG,America/Winnipeg
462,Wuhan,CN,210,27,3055,11428,WUH,ZHHH,Asia/Shanghai
463,Xian,CN,210,29,3427,10888,SIA,ZLSN,Asia/Shanghai
464,Yakutsk,RU,240,411,6203,12972,YKS,UEEE,Asia/Yakutsk
465,Yangon,MM,203,1,1678,9615,RGN,VYYY,Asia/Yangon
466,Yaounde,CM,113,,387,1152,YAO,FKKY,Africa/Douala
467,Yekaterinburg,RU,180,3432,5685,6061,SVX,USSS,Asia/Yekaterinburg
468,Yellowknife; NT,CA,10,403,6228,-11425,YZF,CYZF,America/Yellowknife
469,Yerevan,AM,170,2,4021,4454,EVN,UGEE,Asia/Yerevan
470,Yokohama,JP,235,45,3545,13963,NRT,RJAA,Asia/Tokyo
471,Zagreb,HR,100,1,4581,1596,ZAG,LDZA,Europe/Zagreb
472,Zaragoza,ES,105,976,4165,-89,ZAZ,LEZG,Europe/Madrid
473,Zurich,CH,110,1,4722,832,ZRH,LSZH,Europe/Zurich
475,Christchurch,NZ,290,3,-4353,17262,CHC,NZCH,Pacific/Auckland
476,Palm Springs; CA,US,4,760,3383,-11654,PSP,KPSP,America/Los_Angeles
477,Bergerac,FR,105,5,4485,50,EGC,LFBE,Europe/Paris
478,Palmerston North,NZ,290,4,-4035,17562,PMR,NZWN,Pacific/Auckland
479,St. John's,AG,55,,1705,-6180,ANU,TAPA,America/Antigua
480,Pago Pago,AS,1,,-1427,-17070,PPG,NSTU,Pacific/Pago_Pago
481,The Valley,AI,55,,1820,-6307,AXA,TQPF,America/Anguilla
482,Oranjestad,AW,55,,1253,-7003,AUA,TNCA,America/Aruba
483,The Settlement,CX,205,,-1050,10567,XCH,YPXM,Pacific/Kiritimati
484,Moroni,KM,155,,-1172,4324,HAH,FMCH,Indian/Comoro
485,Avarua,CK,2,,-2120,-15977,RAR,NCRG,Pacific/Rarotonga
486,Abidjan,CI,90,,532,-404,ABJ,DIAP,Africa/Abidjan
487,Stanley,FK,900,,-5165,-5777,PSY,SFAL,Atlantic/Stanley
488,Thorshavn,FO,85,,6204,-676,FAE,EKVG,Atlantic/Faroe
489,Cayenne,GF,70,,491,-5238,CAY,SOCA,America/Cayenne
490,Papeete,PF,2,,-1753,-14956,PPT,NTAA,Pacific/Tahiti
491,Gibraltar,GI,105,,3613,-535,GIB,LXGB,Europe/Gibraltar
492,Saint George's,GD,55,,1204,-6174,GND,TGPY,America/Grenada
493,Basse-Terre,GP,55,,1599,-6172,PTP,TFFR,America/Guadeloupe
494,Tarawa,KI,285,,141,17300,TRW,NGTA,Pacific/Tarawa
495,Fort-de-France,MQ,55,,1460,-6108,FDF,TFFF,America/Martinique
496,Mamoudzou,YT,155,,-1278,4523,DZA,FMCZ,Indian/Mayotte
497,Montserrat,MS,55,,1670,-6221,MNI,TRPM,America/Montserrat
498,Yaren,NR,285,,-55,16692,INU,ANAU,Pacific/Nauru
499,Willemstad,AN,55,,1220,-6893,CUR,TNCC,America/Curacao
500,Noumea,NC,280,,-2227,16645,NOU,NWWW,Pacific/Noumea
501,Alofi,NU,1,,-1901,16992,IUE,NIUE,Pacific/Niue
502,Kingston,NF,1005,,-2903,16797,NLK,YSNF,Pacific/Norfolk
503,Saipan,MP,275,,1520,14572,SPN,PGSN,Pacific/Saipan
504,San Juan,PR,55,787,1846,-6610,SJU,TJSJ,America/Puerto_Rico
505,Saint-Denis,RE,165,,-2087,5547,RUN,FMEE,Indian/Reunion
506,Basseterre,KN,55,,1730,-6272,SKB,TKPK,America/St_Kitts
507,Castries,LC,55,,1402,-6100,SLU,TLPC,America/St_Lucia
508,San Marino,SM,110,,4392,1247,RMI,LIPR,Europe/San_Marino
509,Sao Tome,ST,90,,33,673,TMS,FPST,Africa/Sao_Tome
510,Jamestown,SH,90,,-1592,-570,ASI,FHAW,Atlantic/St_Helena
511,Kingstown,VC,55,,1315,-6123,SVD,TVSV,America/St_Vincent
512,Grytviken,GS,902,389,-5427,-3653,MPN,EGYP,Atlantic/South_Georgia
513,Dili,TP,230,,-852,12584,DIL,WPDL,Asia/Dili
514,Grand Turk,TC,1009,,2145,-7115,GDT,MBPV,America/Grand_Turk
515,Funafuti,TV,285,,-852,17922,FUN,NGFU,Pacific/Funafuti
516,Port-Vila,VU,280,,-1773,16832,VLI,NVVV,Pacific/Efate
517,Road Town,VG,55,,1842,-6460,EIS,TUPJ,America/Tortola
518,Charlotte Amalie,VI,55,,1834,-6493,STT,TIST,America/St_Thomas
519,Laayoune,EH,90,,2713,-1327,EUN,GMML,Africa/El_Aaiun
520,Las Palmas De Gran Canaria,ES,85,,2809,-1545,LPA,GCLP,Atlantic/Canary
521,Santa Cruz de Tenerife,ES,85,,2846,-1624,TFN,GCXO,Atlantic/Canary
